experiment_id,generator,model_key,split_kind,budget_per_week,threshold,n_total,n_alerts,alerts_per_week,brier_score,calibration_slope,calibration_intercept,precision_tp_before_sl,expectancy_r_per_alert,hit_rate,profit_factor,max_drawdown_r,worst_20_trade_drawdown_r,median_hold_minutes,mean_probability_alerts,event_n_alerts,event_alerts_per_week,event_precision_tp_before_sl,event_expectancy_r_per_alert,event_hit_rate,event_profit_factor,event_max_drawdown_r,event_worst_20_trade_drawdown_r,event_median_hold_minutes,event_mean_probability_alerts,event_max_concurrent_positions,overlap_filtered_alerts,primary_metric
S0_native_continuation,continuation_v1_fast,baseline,final,1,0.625,19.0,2.0,0.5384615384615384,0.18002756832791778,0.030932964141376598,-1.3778001279228482,0.0,-1.0,0.0,0.0,1.0,1.0,132.5,0.625,2.0,0.5384615384615384,0.0,-1.0,0.0,0.0,1.0,1.0,132.5,0.625,1.0,0.0,-1.0
S0_native_continuation,continuation_v1_fast,baseline,final,3,0.2727272727272727,19.0,9.0,2.423076923076923,0.18002756832791778,0.030932964141376598,-1.3778001279228482,0.1111111111111111,-0.6666666666666666,0.1111111111111111,0.25,5.0,5.0,85.0,0.3878687659619962,12.0,3.230769230769231,0.08333333333333333,-0.75,0.08333333333333333,0.18181818181818182,8.0,8.0,72.5,0.3913186840943342,2.0,3.0,-0.6666666666666666
S0_native_continuation,continuation_v1_fast,baseline,outer,1,0.5356713524153227,15.772727272727273,4.5,1.5,0.28707419139247664,0.22872192704185146,-0.35754127232109406,0.385968597965502,0.15790579389650594,0.385968597965502,inf,2.0,2.0,130.26315789473685,0.5498631481256729,7.818181818181818,2.606060606060606,0.35418774551901483,0.08121708527865817,0.35418774551901483,inf,3.5789473684210527,3.3684210526315788,128.1578947368421,0.5482855525765977,2.1363636363636362,3.3181818181818183,0.15790579389650594
S0_native_continuation,continuation_v1_fast,baseline,outer,3,0.20570567943329865,15.772727272727273,7.7272727272727275,2.5757575757575757,0.28707419139247664,0.22872192704185146,-0.35754127232109406,0.36566101011288177,0.13714426157929976,0.36566101011288177,1.6821695877075846,2.943844209367978,2.943844209367978,152.38636363636363,0.3465011701640919,14.454545454545455,4.818181818181818,0.33927830949308513,0.054601516347239774,0.33927830949308513,1.5146965542452633,5.671116936640705,5.489298754822523,166.5909090909091,0.3453358040837964,3.0454545454545454,6.7272727272727275,0.13714426157929976
S1_native_plus_regime,continuation_v1_fast,baseline,final,1,0.7142857142857143,19.0,1.0,0.2692307692307692,0.1466819125146245,0.2661947158216518,-1.0732619363140805,0.0,-1.0,0.0,0.0,0.0,0.0,180.0,0.7142857142857143,1.0,0.2692307692307692,0.0,-1.0,0.0,0.0,0.0,0.0,180.0,0.7142857142857143,1.0,0.0,-1.0
S1_native_plus_regime,continuation_v1_fast,baseline,final,3,0.125,19.0,9.0,2.423076923076923,0.1466819125146245,0.2661947158216518,-1.0732619363140805,0.2222222222222222,-0.19359685316856154,0.2222222222222222,0.7096047202471577,3.0,3.0,85.0,0.2971636882411998,14.0,3.769230769230769,0.14285714285714285,-0.4815979770369324,0.14285714285714285,0.3870571201348133,7.7423716785170535,7.7423716785170535,72.5,0.32090392945375834,3.0,5.0,-0.19359685316856154
S1_native_plus_regime,continuation_v1_fast,baseline,outer,1,0.543892604955982,15.772727272727273,4.0,1.3333333333333333,0.2760077405630833,0.3117426403617052,-0.47984163303784577,0.42843915343915345,0.2981234631656672,0.42843915343915345,inf,1.7777777777777777,1.7777777777777777,146.94444444444446,0.5488262626711602,6.818181818181818,2.272727272727273,0.3960858585858586,0.219619794951193,0.3960858585858586,inf,3.2777777777777777,3.2777777777777777,221.52777777777777,0.5543296584099517,2.1363636363636362,2.8181818181818183,0.2981234631656672
S1_native_plus_regime,continuation_v1_fast,baseline,outer,3,0.20858978036593745,15.772727272727273,7.454545454545454,2.484848484848485,0.2760077405630833,0.3117426403617052,-0.47984163303784577,0.36135669885669885,0.1334354755403625,0.36135669885669885,inf,2.8664713578977583,2.8664713578977583,144.0909090909091,0.3649920288371098,13.863636363636363,4.621212121212121,0.3275413622004531,0.02491203875153918,0.3275413622004531,inf,5.502834994261395,5.230107721534122,161.25,0.3654633907830934,3.0,6.409090909090909,0.1334354755403625
S2_plus_crowding_feature,continuation_v1_fast,baseline,final,1,0.3333333333333333,19.0,1.0,0.2692307692307692,0.14953438074629125,0.07938885344331173,-1.3437382548963446,0.0,-1.0,0.0,0.0,0.0,0.0,180.0,0.999999,1.0,0.2692307692307692,0.0,-1.0,0.0,0.0,0.0,0.0,180.0,0.999999,1.0,0.0,-1.0
S2_plus_crowding_feature,continuation_v1_fast,baseline,final,3,0.2857142857142857,19.0,6.0,1.6153846153846154,0.14953438074629125,0.07938885344331173,-1.3437382548963446,0.16666666666666666,-0.5,0.16666666666666666,0.4,2.0,2.0,67.5,0.4157507490842491,8.0,2.1538461538461537,0.125,-0.625,0.125,0.2857142857142857,4.0,4.0,62.5,0.3887361387362638,2.0,2.0,-0.5
S2_plus_crowding_feature,continuation_v1_fast,baseline,outer,1,0.5347968208004246,15.772727272727273,5.090909090909091,1.696969696969697,0.28085416810007485,0.23227194728295972,-0.49030494001640307,0.36408445355813773,0.09636577350884015,0.36408445355813773,inf,2.476966835460562,2.476966835460562,148.81578947368422,0.5134716718177955,8.818181818181818,2.9393939393939394,0.33774918751698935,0.02335076015960409,0.33774918751698935,inf,4.582229993355299,4.266440519671089,179.8684210526316,0.5155367727646553,2.3181818181818183,3.727272727272727,0.09636577350884015
S2_plus_crowding_feature,continuation_v1_fast,baseline,outer,3,0.218196427780484,15.772727272727273,7.409090909090909,2.4696969696969697,0.28085416810007485,0.23227194728295972,-0.49030494001640307,0.3395395009031372,0.056622446068435674,0.3395395009031372,1.4620612492357359,2.7792843306028403,2.7792843306028403,130.45454545454547,0.3771987974027637,14.136363636363637,4.712121212121212,0.30711541148794114,-0.04458449051633533,0.30711541148794114,1.289718668006212,5.4156479669664765,5.142920694239204,146.02272727272728,0.3838780531246922,3.1363636363636362,6.7272727272727275,0.056622446068435674
S3_plus_crowding_veto,continuation_v1_fast,baseline,final,1,0.7142857142857143,19.0,1.0,0.2692307692307692,0.1437214050477106,0.2651935324603494,-1.0537629885376187,0.0,-1.0,0.0,0.0,0.0,0.0,180.0,0.7142857142857143,1.0,0.2692307692307692,0.0,-1.0,0.0,0.0,0.0,0.0,180.0,0.7142857142857143,1.0,0.0,-1.0
S3_plus_crowding_veto,continuation_v1_fast,baseline,final,3,0.2727272727272727,19.0,7.0,1.8846153846153846,0.1437214050477106,0.2651935324603494,-1.0537629885376187,0.14285714285714285,-0.5714285714285714,0.14285714285714285,0.3333333333333333,3.0,3.0,70.0,0.39610389610389607,10.0,2.692307692307692,0.1,-0.7,0.1,0.2222222222222222,6.0,6.0,60.0,0.38441558441558443,2.0,3.0,-0.5714285714285714
S3_plus_crowding_veto,continuation_v1_fast,baseline,outer,1,0.5720902467490319,15.590909090909092,3.727272727272727,1.2424242424242424,0.28861000680262144,0.30520120041449544,-0.4674743377182391,0.41582633053221285,0.26103828873003415,0.41582633053221285,inf,1.7647058823529411,1.7647058823529411,134.55882352941177,0.5809351182130991,6.318181818181818,2.106060606060606,0.380589508530685,0.1749755812088262,0.380589508530685,inf,3.235294117647059,3.235294117647059,122.94117647058823,0.5857385542110309,1.8636363636363635,2.590909090909091,0.26103828873003415
S3_plus_crowding_veto,continuation_v1_fast,baseline,outer,3,0.19694834981224202,15.590909090909092,7.363636363636363,2.4545454545454546,0.28861000680262144,0.30520120041449544,-0.4674743377182391,0.3845709845709846,0.19253561063240276,0.3845709845709846,inf,2.712305934683766,2.712305934683766,136.13636363636363,0.3819378458432048,13.681818181818182,4.5606060606060606,0.34935010900919994,0.08516571186367919,0.34935010900919994,inf,5.166851389229221,4.894124116501948,158.1818181818182,0.3755713017420032,3.0,6.318181818181818,0.19253561063240276
