ts,venue,symbol,module,side,entry,stop_x,tp,target_r_multiple_x,timeout_bars_x,rule_reasons,veto_reasons,candidate__atr15,candidate__signal_risk,candidate__signal_risk_pct,candidate_id,signal_entry,signal_tp,entry_ts,executed_entry,stop_y,executed_tp,exit_ts,executed_exit,target_r_multiple_y,timeout_bars_y,tp_before_sl_within_horizon,tp1_before_sl_within_12h,mfe_r_24h,mae_r_24h,net_r_24h_timeout,minutes_to_tp_or_sl,outcome,entry_source,path_source,y,realized_r,holding_minutes,trend_bybit__ret_15m_1,trend_bybit__ret_1h_4,trend_bybit__ret_4h_6,trend_bybit__ema50_4h_gap,trend_bybit__ema50_4h_slope,trend_bybit__ema200_4h_slope,trend_bybit__adx14_4h,trend_bybit__atr_pctile_90d,trend_bybit__breakout_age_1h,trend_bybit__impulse_atr_1h,trend_bybit__pullback_depth_frac,trend_bybit__pullback_bars,trend_bybit__dist_to_breakout_level,trend_bybit__dist_to_ema50_4h,ts_dt,p,selection_scope,split_kind,budget_per_week,threshold,model_key,portfolio_mode,selection_policy,cooldown_minutes,trade_index,cumulative_r,equity_peak_r,drawdown_r,signal_risk,risk_pct,notional_usd,risk_usd,pnl_usd,cumulative_pnl_usd,equity_peak_pnl_usd,drawdown_pnl_usd
1751482800000,bybit,BTCUSDT,continuation_v1,long,109493.0,108153.2439627224,111024.1497569461,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],326.6995137774081,1339.7560372775988,0.012235997162171088,continuation_v1:long:BTCUSDT:1751482800000,109493.0,111024.1497569461,1751483700000,109503.9493,108153.2439627224,111047.61254266085,1751569200000,109637.7,1.1428571429,96,False,False,0.7268429855905968,0.7765196975633376,0.09902285591732692,,timeout,bar_open,trade_bars,0,0.09902285591732692,1440.0,0.0016292381002041,0.01288621646623489,0.026464078799277813,0.01886307932128235,0.0008155260186413216,0.0007782079939364639,19.422576885986082,14.629629629629628,2.0,1.2637664817315353,0.24767709061843904,1.0,0.0068771519640524964,0.02585782309743071,2025-07-02 19:00:00+00:00,0.4375,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,1,0.09902285591732692,0.09902285591732692,0.0,1350.705337277599,0.012334763685802509,5000.0,61.67381842901254,6.10711763616749,6.10711763616749,6.10711763616749,0.0
1751493600000,bybit,BTCUSDT,continuation_v1,long,109395.0,108707.38517491032,110180.84551441767,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],269.6910287763832,687.6148250896767,0.006285614745552144,continuation_v1:long:BTCUSDT:1751493600000,109395.0,110180.84551441767,1751494500000,109405.9395,108707.38517491032,110204.28730013242,1751499900000,108707.38517491032,1.1428571429,96,False,False,0.08640773928679246,1.054949448499073,0.4790758398884042,105.0,sl,bar_open,trade_bars,0,-1.0,105.0,0.0019251763981800174,0.0026625849529580137,0.040714888511072855,0.026024480770947395,0.002254892087429239,0.0011479745848772538,20.3061779990948,16.48148148148148,5.0,1.2637664817315353,0.34558896992706184,4.0,0.00598747657571187,0.0239206331070338,2025-07-02 22:00:00+00:00,0.4375,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,2,-0.900977144082673,0.09902285591732692,1.0,698.5543250896735,0.006384976247927322,5000.0,31.92488123963661,-31.92488123963661,-25.817763603469118,6.10711763616749,31.92488123963661
1751810400000,bybit,BTCUSDT,continuation_v1,long,108731.5,107616.69935888692,110005.55787560558,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],118.11575111561811,1114.8006411130773,0.010252784529902349,continuation_v1:long:BTCUSDT:1751810400000,108731.5,110005.55787560558,1751811300000,108742.37315,107616.69935888692,110028.8574827489,1751897700000,108099.3,1.1428571429,96,False,False,0.8373889997633527,0.7511706825508355,-0.5712784245994746,,timeout,bar_open,trade_bars,0,-0.5712784245994746,1440.0,0.0008090674462186698,0.00854463812826789,-0.00025079611571410254,0.0029581230347343417,0.0006996402292569481,0.0009707305076422923,13.918200979441053,0.1851851851851852,0.0,2.13692484284639,0.40186810713482274,0.0,0.004888187875638614,0.00940171414626586,2025-07-06 14:00:00+00:00,0.46565253378207566,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,3,-1.4722555686821477,0.09902285591732692,1.5712784245994746,1125.6737911130767,0.010351749354966848,5000.0,51.758746774834236,-29.568655316770442,-55.386418920239564,6.10711763616749,61.49353655640705
1751823900000,bybit,BTCUSDT,continuation_v1,long,108914.1,108392.68541699648,109510.00238059781,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],155.00476115088753,521.4145830035231,0.004787392844484995,continuation_v1:long:BTCUSDT:1751823900000,108914.1,109510.00238059781,1751824800000,108924.99141,108392.68541699648,109533.34111631256,1751827500000,108392.68541699648,1.1428571429,96,False,False,0.0,1.111374693833463,-1.9405969941675352,60.0,sl,bar_open,trade_bars,0,-1.0,60.0,0.0008233440080129828,0.005664656756367181,0.007802461089530199,0.010156481179828059,0.0009502556736309398,0.001032580923376214,14.033280118288431,0.5555555555555556,3.0,2.13692484284639,0.3134143596668897,3.0,0.00655654318403224,0.010648157963349909,2025-07-06 17:45:00+00:00,0.999999,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,4,-2.4722555686821477,0.09902285591732692,2.5712784245994746,532.3059930035233,0.004886904154069589,5000.0,24.434520770347945,-24.434520770347945,-79.82093969058751,6.10711763616749,85.928057326755
1751836500000,bybit,BTCUSDT,continuation_v1,long,108880.1,108106.56456999606,109764.14049146624,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],186.4809828661203,773.5354300039508,0.007104470238399402,continuation_v1:long:BTCUSDT:1751836500000,108880.1,109764.14049146624,1751837400000,108890.98801,108106.56456999606,109787.47194146669,1751895000000,108106.56456999606,1.1428571429,96,False,True,1.0122236913216267,1.2674124194899143,-1.5000673743177337,960.0,sl,bar_open,trade_bars,0,-1.0,960.0,0.0024148896405562503,-0.0017672991753523437,0.0037161274566037683,0.006585999946500934,0.001041650390760207,0.001055303654061035,14.14013931864671,0.7407407407407408,7.0,2.13692484284639,0.5298221922124688,7.0,0.006246320493827667,0.010071339765443391,2025-07-06 21:15:00+00:00,0.5,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,5,-3.4722555686821477,0.09902285591732692,3.5712784245994746,784.4234400039422,0.007203749863412982,5000.0,36.01874931706491,-36.01874931706491,-115.83968900765242,6.10711763616749,121.94680664381991
1751837400000,bybit,BTCUSDT,continuation_v1,long,109257.6,108049.21397571065,110638.61259923964,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],202.42519837568295,1208.3860242893643,0.011059972251718547,continuation_v1:long:BTCUSDT:1751837400000,109257.6,110638.61259923964,1751838300000,109268.52576,108049.21397571065,110662.02494209724,1751895000000,108049.21397571065,1.1428571429,96,False,False,0.34156500852874744,1.1250000021934312,-1.0502037104040012,945.0,sl,bar_open,trade_bars,0,-1.0,945.0,0.0034671165805322257,-0.0017672991753523437,0.0037161274566037683,0.006585999946500934,0.001041650390760207,0.001055303654061035,14.14013931864671,0.7407407407407408,7.0,2.13692484284639,0.5298221922124688,7.0,0.00967987581641923,0.013491679121593858,2025-07-06 21:30:00+00:00,0.4375,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,6,-4.472255568682147,0.09902285591732692,4.571278424599474,1219.3117842893553,0.011158856366081856,5000.0,55.79428183040928,-55.79428183040928,-171.6339708380617,6.10711763616749,177.7410884742292
1751838300000,bybit,BTCUSDT,continuation_v1,long,109393.3,107937.02413815986,111057.61527073686,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],226.23054134884825,1456.2758618401385,0.013312294828295138,continuation_v1:long:BTCUSDT:1751838300000,109393.3,111057.61527073686,1751839200000,109404.23933,107937.02413815986,111081.05669216589,1751895000000,107937.02413815986,1.1428571429,96,False,False,0.18890253559356288,1.027415295577338,-0.8855819768131021,930.0,sl,bar_open,trade_bars,0,-1.0,930.0,0.0012420188618458283,-0.0017672991753523437,0.0037161274566037683,0.006585999946500934,0.001041650390760207,0.001055303654061035,14.14013931864671,0.7407407407407408,7.0,2.13692484284639,0.5298221922124688,7.0,0.010908346306400876,0.014715421152807806,2025-07-06 21:45:00+00:00,0.45340332767000513,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,7,-5.472255568682147,0.09902285591732692,5.571278424599474,1467.215191840136,0.013410953732921822,5000.0,67.05476866460911,-67.05476866460911,-238.68873950267084,6.10711763616749,244.79585713883833
1752099300000,bybit,BTCUSDT,continuation_v1,long,111252.8,109989.93169870027,112696.07805868238,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],395.3561172565342,1262.868301299728,0.011351339483588081,continuation_v1:long:BTCUSDT:1752099300000,111252.8,112696.07805868238,1752100200000,111263.92528,109989.93169870027,112719.91794439714,1752167700000,112719.91794439714,1.1428571429,96,True,False,1.715922868127617,0.6381706249811347,3.768758956463222,1140.0,tp,bar_open,trade_bars,1,1.1428571429,1140.0,0.004194493812963662,0.015416186629345185,0.02735250890749996,0.030196839109260108,0.0021944659862813687,0.001356842814688175,14.207920572444054,24.25925925925926,2.0,3.4730456603583915,0.5374611628939167,2.0,0.013543928782017198,0.0262758819579016,2025-07-09 22:15:00+00:00,0.999999,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,8,-4.329398425782147,0.09902285591732692,4.428421281699474,1273.9935812997282,0.011450194464141668,5000.0,57.25097232070834,65.42968265469172,-173.25905684797914,6.10711763616749,179.36617448414663
1752102000000,bybit,BTCUSDT,continuation_v1,long,111332.1,110217.58625803371,112605.82999086639,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],359.0599816372476,1114.513741966297,0.010010713369875327,continuation_v1:long:BTCUSDT:1752102000000,111332.1,112605.82999086639,1752102900000,111343.23321,110217.58625803371,112629.6868694383,1752165900000,112629.6868694383,1.1428571429,96,True,False,1.2021236211196245,0.79272920203024,4.129418004357714,1065.0,tp,bar_open,trade_bars,1,1.1428571429,1065.0,0.0006732148571060304,0.016816938044109664,0.02735250890749996,0.030196839109260108,0.0021944659862813687,0.001356842814688175,14.207920572444054,24.25925925925926,3.0,3.4730456603583915,0.2960053262316885,3.0,0.014246565006857913,0.02696944942461373,2025-07-09 23:00:00+00:00,0.999999,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,9,-3.1865412828821467,0.09902285591732692,3.2855641387994736,1125.6469519662933,0.01010970239963533,5000.0,50.54851199817665,57.76972800008254,-115.4893288478966,6.10711763616749,121.59644648406409
1752113700000,bybit,BTCUSDT,continuation_v1,long,111323.0,110356.9318736258,112427.07785875477,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],247.3557174267636,966.0681263741972,0.008678064069187834,continuation_v1:long:BTCUSDT:1752113700000,111323.0,112427.07785875477,1752114600000,111334.1323,110356.9318736258,112450.93278732667,1752165000000,112450.93278732667,1.1428571429,96,True,False,1.2339000960876305,0.9038394541815193,4.723562920583964,855.0,tp,bar_open,trade_bars,1,1.1428571429,855.0,0.0015041950127658854,0.0033189485152285148,0.021379127292965983,0.024882881402980842,0.003159218259053631,0.0016139886941912707,16.89966379756009,27.59259259259259,6.0,3.4730456603583915,0.3742565468264523,6.0,0.014165985465716877,0.025875315756502083,2025-07-10 02:15:00+00:00,0.999999,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,10,-2.0436841399821466,0.09902285591732692,2.1427069958994736,977.2004263741983,0.008777186350552788,5000.0,43.88593175276394,50.15535057646819,-65.3339782714284,6.10711763616749,71.4410959075959
1752122700000,bybit,BTCUSDT,continuation_v1,long,111110.9,110677.41060474576,111606.3164517377,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],186.43290343829054,433.4893952542334,0.0039014119699708437,continuation_v1:long:BTCUSDT:1752122700000,111110.9,111606.3164517377,1752123600000,111122.01109,110677.41060474576,111630.12593030962,1752155100000,110677.41060474576,1.1428571429,96,False,False,0.67293878419613,1.5094699899309363,12.38975010756014,540.0,sl,bar_open,trade_bars,0,-1.0,540.0,0.0008990091981790904,-0.0016536327316771793,0.025049717207416222,0.022355265141180004,0.003888516893535865,0.0018176610781468483,19.399139649453552,25.555555555555554,8.0,3.4730456603583915,0.43195739014647005,8.0,0.012284123339834294,0.023104044666289396,2025-07-10 04:45:00+00:00,0.999999,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,11,-3.0436841399821466,0.09902285591732692,3.1427069958994736,444.6004852542392,0.0040010118687840174,5000.0,20.005059343920088,-20.005059343920088,-85.3390376153485,6.10711763616749,91.44615525151599
1752129000000,bybit,BTCUSDT,continuation_v1,long,111229.6,110568.718618066,111984.8930079529,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],172.98601584913487,660.8813819339994,0.005941596319091315,continuation_v1:long:BTCUSDT:1752129000000,111229.6,111984.8930079529,1752129900000,111240.72296,110568.718618066,112008.72792223908,1752155100000,110568.718618066,1.1428571429,96,False,False,0.26856528855244394,1.1753241916963462,10.231149727713124,435.0,sl,bar_open,trade_bars,0,-1.0,435.0,0.0011674177924554385,-0.0010093940217243969,0.025049717207416222,0.022355265141180004,0.003888516893535865,0.0018176610781468483,19.399139649453552,25.555555555555554,10.0,3.4730456603583915,0.4240568131380356,10.0,0.013338176168933501,0.024146550886739015,2025-07-10 06:30:00+00:00,0.999999,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,12,-4.043684139982147,0.09902285591732692,4.1427069958994736,672.0043419339927,0.006040992219869268,5000.0,30.204961099346338,-30.204961099346338,-115.54399871469484,6.10711763616749,121.65111635086232
1752180300000,bybit,BTCUSDT,continuation_v1,long,113537.3,112556.59846470196,114658.10175466836,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],326.80350925268425,980.7015352980379,0.008637703515039005,continuation_v1:long:BTCUSDT:1752180300000,113537.3,114658.10175466836,1752181200000,113548.65373,112556.59846470196,114682.43117609742,1752183000000,114682.43117609742,1.1428571429,96,True,True,4.382866985433236,0.21032470397434982,4.2706756550776985,45.0,tp,bar_open,trade_bars,1,1.1428571429,45.0,0.001328198104363354,0.016955940775436495,0.013829579615872722,0.03737692175178641,0.0052754101145151555,0.0022794136063613024,27.336726298188623,35.0,2.0,1.7588020276620633,0.495836764571328,2.0,0.007406376582849942,0.03983483144652255,2025-07-10 20:45:00+00:00,0.4375,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,13,-2.9008269970821465,0.09902285591732692,2.9998498529994735,992.0552652980405,0.00873682983205582,5000.0,43.6841491602791,49.92474189933401,-65.61925681536083,6.10711763616749,71.72637445152832
1752182100000,bybit,BTCUSDT,continuation_v1,long,113614.3,112785.31809583995,114561.70789050416,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],317.61578093726365,828.9819041600531,0.0072964574367843935,continuation_v1:long:BTCUSDT:1752182100000,113614.3,114561.70789050416,1752183000000,113625.66143000001,112785.31809583995,114586.05381193323,1752183000000,114586.05381193323,1.1428571429,96,True,True,5.082492353281974,0.10241222426786019,4.750128200861858,15.0,tp,bar_open,trade_bars,1,1.1428571429,15.0,0.0015735773009930565,0.007378002752986168,0.013829579615872722,0.03737692175178641,0.0052754101145151555,0.0022794136063613024,27.336726298188623,35.0,3.0,1.7588020276620633,0.3234513679202097,3.0,0.008079088635849612,0.040485565711299236,2025-07-10 21:15:00+00:00,0.4375,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,14,-1.7579698541821465,0.09902285591732692,1.8569927100994734,840.3433341600612,0.007395717864997964,5000.0,36.97858932498982,42.26124494443031,-23.35801187093052,6.10711763616749,29.46512950709801
1752183000000,bybit,BTCUSDT,continuation_v1,long,115693.0,111273.65921399422,120743.675184196,1.1428571429,96,"['trend_gap_positive', 'ema50_slope_positive', 'ema200_slope_positive', 'breakout_recent', 'impulse_valid', 'pullback_depth_valid', 'above_breakout_level', 'above_ema50_4h', 'trigger_break']",[],606.1503680131727,4419.340786005774,0.038198860657133744,continuation_v1:long:BTCUSDT:1752183000000,115693.0,120743.675184196,1752183900000,115704.5693,111273.65921399422,120768.46654133937,1752269400000,117819.0,1.1428571429,96,False,False,0.7098610982727777,0.113874867737351,0.47720009184524864,,timeout,bar_open,trade_bars,0,0.47720009184524864,1440.0,0.018296112373178408,0.007378002752986168,0.013829579615872722,0.03737692175178641,0.0052754101145151555,0.0022794136063613024,27.336726298188623,35.0,3.0,1.7588020276620633,0.3234513679202097,3.0,0.02590130777142961,0.05772552538522868,2025-07-10 21:30:00+00:00,0.4375,event,final,3,0.4375,baseline,one_position_at_a_time,first_signal,0,15,-1.2807697623368979,0.09902285591732692,1.3797926182542248,4430.910086005781,0.038295031154018395,5000.0,191.475155770092,91.37196191957119,68.01395004864068,68.01395004864068,0.0
